sous_dossier,fichier,k_value,taille_matrice,nan_avant,nan_après
6,matrix_edge_186_300000.csv,18,102×131,4413,50
6,matrix_edge_186_300000.csv,19,102×131,4413,56
6,matrix_edge_186_300000.csv,20,102×131,4413,47
6,matrix_edge_186_300000.csv,21,102×131,4413,55
6,matrix_edge_186_300000.csv,22,102×131,4413,64
6,matrix_edge_186_300000.csv,23,102×131,4413,74
6,matrix_edge_186_300000.csv,24,102×131,4413,66
6,matrix_edge_186_300000.csv,25,102×131,4413,73
6,matrix_edge_248_10000.csv,5,106×202,7365,218
6,matrix_edge_248_10000.csv,6,106×202,7365,298
6,matrix_edge_248_10000.csv,7,106×202,7365,106
6,matrix_edge_248_10000.csv,8,106×202,7365,139
6,matrix_edge_248_10000.csv,9,106×202,7365,170
6,matrix_edge_248_10000.csv,10,106×202,7365,82
6,matrix_edge_248_10000.csv,11,106×202,7365,111
6,matrix_edge_248_10000.csv,12,106×202,7365,140
6,matrix_edge_248_10000.csv,13,106×202,7365,168
6,matrix_edge_248_10000.csv,14,106×202,7365,101
6,matrix_edge_248_10000.csv,15,106×202,7365,131
6,matrix_edge_248_10000.csv,16,106×202,7365,168
6,matrix_edge_248_10000.csv,17,106×202,7365,122
6,matrix_edge_248_10000.csv,18,106×202,7365,161
6,matrix_edge_248_10000.csv,19,106×202,7365,192
6,matrix_edge_248_10000.csv,20,106×202,7365,165
6,matrix_edge_248_10000.csv,21,106×202,7365,177
6,matrix_edge_248_10000.csv,22,106×202,7365,207
6,matrix_edge_248_10000.csv,23,106×202,7365,246
6,matrix_edge_248_10000.csv,24,106×202,7365,209
6,matrix_edge_248_10000.csv,25,106×202,7365,235
6,matrix_edge_311_135000.csv,5,300×81,7574,112
6,matrix_edge_311_135000.csv,6,300×81,7574,161
6,matrix_edge_311_135000.csv,7,300×81,7574,48
6,matrix_edge_311_135000.csv,8,300×81,7574,64
6,matrix_edge_311_135000.csv,9,300×81,7574,77
6,matrix_edge_311_135000.csv,10,300×81,7574,32
6,matrix_edge_311_135000.csv,11,300×81,7574,43
6,matrix_edge_311_135000.csv,12,300×81,7574,58
6,matrix_edge_311_135000.csv,13,300×81,7574,73
6,matrix_edge_311_135000.csv,14,300×81,7574,33
6,matrix_edge_311_135000.csv,15,300×81,7574,40
6,matrix_edge_311_135000.csv,16,300×81,7574,54
6,matrix_edge_311_135000.csv,17,300×81,7574,21
6,matrix_edge_311_135000.csv,18,300×81,7574,33
6,matrix_edge_311_135000.csv,19,300×81,7574,41
6,matrix_edge_311_135000.csv,20,300×81,7574,20
6,matrix_edge_311_135000.csv,21,300×81,7574,22
6,matrix_edge_311_135000.csv,22,300×81,7574,31
6,matrix_edge_311_135000.csv,23,300×81,7574,55
6,matrix_edge_311_135000.csv,24,300×81,7574,30
6,matrix_edge_311_135000.csv,25,300×81,7574,48
6,matrix_edge_27_115000.csv,5,49×295,4761,11
6,matrix_edge_27_115000.csv,6,49×295,4761,24
6,matrix_edge_27_115000.csv,7,49×295,4761,0
6,matrix_edge_27_115000.csv,8,49×295,4761,0
6,matrix_edge_27_115000.csv,9,49×295,4761,0
6,matrix_edge_27_115000.csv,10,49×295,4761,0
6,matrix_edge_27_115000.csv,11,49×295,4761,0
6,matrix_edge_27_115000.csv,12,49×295,4761,0
6,matrix_edge_27_115000.csv,13,49×295,4761,0
6,matrix_edge_27_115000.csv,14,49×295,4761,0
6,matrix_edge_27_115000.csv,15,49×295,4761,0
6,matrix_edge_27_115000.csv,16,49×295,4761,0
6,matrix_edge_27_115000.csv,17,49×295,4761,0
6,matrix_edge_27_115000.csv,18,49×295,4761,0
6,matrix_edge_27_115000.csv,19,49×295,4761,0
6,matrix_edge_27_115000.csv,20,49×295,4761,0
6,matrix_edge_27_115000.csv,21,49×295,4761,0
6,matrix_edge_27_115000.csv,22,49×295,4761,0
6,matrix_edge_27_115000.csv,23,49×295,4761,0
6,matrix_edge_27_115000.csv,24,49×295,4761,0
6,matrix_edge_27_115000.csv,25,49×295,4761,0
6,matrix_edge_191_45000.csv,5,30×225,2024,23
6,matrix_edge_191_45000.csv,6,30×225,2024,32
6,matrix_edge_191_45000.csv,7,30×225,2024,1
6,matrix_edge_191_45000.csv,8,30×225,2024,4
6,matrix_edge_191_45000.csv,9,30×225,2024,5
6,matrix_edge_191_45000.csv,10,30×225,2024,0
6,matrix_edge_191_45000.csv,11,30×225,2024,0
6,matrix_edge_191_45000.csv,12,30×225,2024,0
6,matrix_edge_191_45000.csv,13,30×225,2024,0
6,matrix_edge_191_45000.csv,14,30×225,2024,0
6,matrix_edge_191_45000.csv,15,30×225,2024,0
6,matrix_edge_191_45000.csv,16,30×225,2024,0
6,matrix_edge_191_45000.csv,17,30×225,2024,0
6,matrix_edge_191_45000.csv,18,30×225,2024,0
6,matrix_edge_191_45000.csv,19,30×225,2024,0
6,matrix_edge_191_45000.csv,20,30×225,2024,0
6,matrix_edge_191_45000.csv,21,30×225,2024,0
6,matrix_edge_191_45000.csv,22,30×225,2024,0
6,matrix_edge_191_45000.csv,23,30×225,2024,0
6,matrix_edge_191_45000.csv,24,30×225,2024,0
6,matrix_edge_191_45000.csv,25,30×225,2024,0
6,matrix_edge_178_125000.csv,5,57×259,4569,109
6,matrix_edge_178_125000.csv,6,57×259,4569,114
6,matrix_edge_178_125000.csv,7,57×259,4569,38
6,matrix_edge_178_125000.csv,8,57×259,4569,40
6,matrix_edge_178_125000.csv,9,57×259,4569,45
6,matrix_edge_178_125000.csv,10,57×259,4569,1
6,matrix_edge_178_125000.csv,11,57×259,4569,1
6,matrix_edge_178_125000.csv,12,57×259,4569,2
6,matrix_edge_178_125000.csv,13,57×259,4569,2
6,matrix_edge_178_125000.csv,14,57×259,4569,0
6,matrix_edge_178_125000.csv,15,57×259,4569,0
6,matrix_edge_178_125000.csv,16,57×259,4569,0
6,matrix_edge_178_125000.csv,17,57×259,4569,0
6,matrix_edge_178_125000.csv,18,57×259,4569,0
6,matrix_edge_178_125000.csv,19,57×259,4569,0
6,matrix_edge_178_125000.csv,20,57×259,4569,0
6,matrix_edge_178_125000.csv,21,57×259,4569,0
6,matrix_edge_178_125000.csv,22,57×259,4569,0
6,matrix_edge_178_125000.csv,23,57×259,4569,0
6,matrix_edge_178_125000.csv,24,57×259,4569,0
6,matrix_edge_178_125000.csv,25,57×259,4569,0
6,matrix_edge_51_65000.csv,5,39×159,1924,8
6,matrix_edge_51_65000.csv,6,39×159,1924,11
6,matrix_edge_51_65000.csv,7,39×159,1924,0
6,matrix_edge_51_65000.csv,8,39×159,1924,1
6,matrix_edge_51_65000.csv,9,39×159,1924,1
6,matrix_edge_51_65000.csv,10,39×159,1924,0
6,matrix_edge_51_65000.csv,11,39×159,1924,0
6,matrix_edge_51_65000.csv,12,39×159,1924,0
6,matrix_edge_51_65000.csv,13,39×159,1924,0
6,matrix_edge_51_65000.csv,14,39×159,1924,0
6,matrix_edge_51_65000.csv,15,39×159,1924,0
6,matrix_edge_51_65000.csv,16,39×159,1924,0
6,matrix_edge_51_65000.csv,17,39×159,1924,0
6,matrix_edge_51_65000.csv,18,39×159,1924,0
6,matrix_edge_51_65000.csv,19,39×159,1924,0
6,matrix_edge_51_65000.csv,20,39×159,1924,0
6,matrix_edge_51_65000.csv,21,39×159,1924,0
6,matrix_edge_51_65000.csv,22,39×159,1924,0
6,matrix_edge_51_65000.csv,23,39×159,1924,0
6,matrix_edge_51_65000.csv,24,39×159,1924,0
6,matrix_edge_51_65000.csv,25,39×159,1924,0
6,matrix_edge_248_165000.csv,5,277×219,20888,553
6,matrix_edge_248_165000.csv,6,277×219,20888,742
6,matrix_edge_248_165000.csv,7,277×219,20888,294
6,matrix_edge_248_165000.csv,8,277×219,20888,403
6,matrix_edge_248_165000.csv,9,277×219,20888,513
6,matrix_edge_248_165000.csv,10,277×219,20888,272
6,matrix_edge_248_165000.csv,11,277×219,20888,372
6,matrix_edge_248_165000.csv,12,277×219,20888,439
6,matrix_edge_248_165000.csv,13,277×219,20888,506
6,matrix_edge_248_165000.csv,14,277×219,20888,343
6,matrix_edge_248_165000.csv,15,277×219,20888,408
6,matrix_edge_248_165000.csv,16,277×219,20888,461
6,matrix_edge_248_165000.csv,17,277×219,20888,340
6,matrix_edge_248_165000.csv,18,277×219,20888,386
6,matrix_edge_248_165000.csv,19,277×219,20888,437
6,matrix_edge_248_165000.csv,20,277×219,20888,350
6,matrix_edge_248_165000.csv,21,277×219,20888,393
6,matrix_edge_248_165000.csv,22,277×219,20888,440
6,matrix_edge_248_165000.csv,23,277×219,20888,518
6,matrix_edge_248_165000.csv,24,277×219,20888,426
6,matrix_edge_248_165000.csv,25,277×219,20888,510
6,matrix_edge_248_510000.csv,5,256×138,11666,218
6,matrix_edge_248_510000.csv,6,256×138,11666,299
6,matrix_edge_248_510000.csv,7,256×138,11666,78
6,matrix_edge_248_510000.csv,8,256×138,11666,109
6,matrix_edge_248_510000.csv,9,256×138,11666,137
6,matrix_edge_248_510000.csv,10,256×138,11666,66
6,matrix_edge_248_510000.csv,11,256×138,11666,77
6,matrix_edge_248_510000.csv,12,256×138,11666,101
6,matrix_edge_248_510000.csv,13,256×138,11666,116
6,matrix_edge_248_510000.csv,14,256×138,11666,68
6,matrix_edge_248_510000.csv,15,256×138,11666,80
6,matrix_edge_248_510000.csv,16,256×138,11666,92
6,matrix_edge_248_510000.csv,17,256×138,11666,75
6,matrix_edge_248_510000.csv,18,256×138,11666,77
6,matrix_edge_248_510000.csv,19,256×138,11666,88
6,matrix_edge_248_510000.csv,20,256×138,11666,74
6,matrix_edge_248_510000.csv,21,256×138,11666,91
6,matrix_edge_248_510000.csv,22,256×138,11666,124
6,matrix_edge_248_510000.csv,23,256×138,11666,133
6,matrix_edge_248_510000.csv,24,256×138,11666,114
6,matrix_edge_248_510000.csv,25,256×138,11666,132
6,matrix_edge_110_580000.csv,5,263×182,16034,463
6,matrix_edge_110_580000.csv,6,263×182,16034,680
6,matrix_edge_110_580000.csv,7,263×182,16034,304
6,matrix_edge_110_580000.csv,8,263×182,16034,486
6,matrix_edge_110_580000.csv,9,263×182,16034,656
6,matrix_edge_110_580000.csv,10,263×182,16034,486
6,matrix_edge_110_580000.csv,11,263×182,16034,593
6,matrix_edge_110_580000.csv,12,263×182,16034,713
6,matrix_edge_110_580000.csv,13,263×182,16034,804
6,matrix_edge_110_580000.csv,14,263×182,16034,664
6,matrix_edge_110_580000.csv,15,263×182,16034,766
6,matrix_edge_110_580000.csv,16,263×182,16034,864
6,matrix_edge_110_580000.csv,17,263×182,16034,727
6,matrix_edge_110_580000.csv,18,263×182,16034,779
6,matrix_edge_110_580000.csv,19,263×182,16034,809
6,matrix_edge_110_580000.csv,20,263×182,16034,634
6,matrix_edge_110_580000.csv,21,263×182,16034,677
6,matrix_edge_110_580000.csv,22,263×182,16034,725
6,matrix_edge_110_580000.csv,23,263×182,16034,765
6,matrix_edge_110_580000.csv,24,263×182,16034,588
6,matrix_edge_110_580000.csv,25,263×182,16034,617
6,matrix_edge_248_495000.csv,5,271×260,24287,347
6,matrix_edge_248_495000.csv,6,271×260,24287,466
6,matrix_edge_248_495000.csv,7,271×260,24287,97
6,matrix_edge_248_495000.csv,8,271×260,24287,157
6,matrix_edge_248_495000.csv,9,271×260,24287,204
6,matrix_edge_248_495000.csv,10,271×260,24287,67
6,matrix_edge_248_495000.csv,11,271×260,24287,89
6,matrix_edge_248_495000.csv,12,271×260,24287,116
6,matrix_edge_248_495000.csv,13,271×260,24287,151
6,matrix_edge_248_495000.csv,14,271×260,24287,68
6,matrix_edge_248_495000.csv,15,271×260,24287,87
6,matrix_edge_248_495000.csv,16,271×260,24287,109
6,matrix_edge_248_495000.csv,17,271×260,24287,63
6,matrix_edge_248_495000.csv,18,271×260,24287,84
6,matrix_edge_248_495000.csv,19,271×260,24287,101
6,matrix_edge_248_495000.csv,20,271×260,24287,68
6,matrix_edge_248_495000.csv,21,271×260,24287,88
6,matrix_edge_248_495000.csv,22,271×260,24287,148
6,matrix_edge_248_495000.csv,23,271×260,24287,183
6,matrix_edge_248_495000.csv,24,271×260,24287,142
6,matrix_edge_248_495000.csv,25,271×260,24287,179
6,matrix_edge_186_195000.csv,5,240×135,10844,246
6,matrix_edge_186_195000.csv,6,240×135,10844,332
6,matrix_edge_186_195000.csv,7,240×135,10844,83
6,matrix_edge_186_195000.csv,8,240×135,10844,132
6,matrix_edge_186_195000.csv,9,240×135,10844,175
6,matrix_edge_186_195000.csv,10,240×135,10844,77
6,matrix_edge_186_195000.csv,11,240×135,10844,101
6,matrix_edge_186_195000.csv,12,240×135,10844,127
6,matrix_edge_186_195000.csv,13,240×135,10844,161
6,matrix_edge_186_195000.csv,14,240×135,10844,84
6,matrix_edge_186_195000.csv,15,240×135,10844,108
6,matrix_edge_186_195000.csv,16,240×135,10844,143
6,matrix_edge_186_195000.csv,17,240×135,10844,90
6,matrix_edge_186_195000.csv,18,240×135,10844,114
6,matrix_edge_186_195000.csv,19,240×135,10844,140
6,matrix_edge_186_195000.csv,20,240×135,10844,116
6,matrix_edge_186_195000.csv,21,240×135,10844,156
6,matrix_edge_186_195000.csv,22,240×135,10844,214
6,matrix_edge_186_195000.csv,23,240×135,10844,267
6,matrix_edge_186_195000.csv,24,240×135,10844,245
6,matrix_edge_186_195000.csv,25,240×135,10844,281
6,matrix_edge_95_65000.csv,5,175×193,11352,205
6,matrix_edge_95_65000.csv,6,175×193,11352,299
6,matrix_edge_95_65000.csv,7,175×193,11352,77
6,matrix_edge_95_65000.csv,8,175×193,11352,104
6,matrix_edge_95_65000.csv,9,175×193,11352,141
6,matrix_edge_95_65000.csv,10,175×193,11352,56
6,matrix_edge_95_65000.csv,11,175×193,11352,74
6,matrix_edge_95_65000.csv,12,175×193,11352,93
6,matrix_edge_95_65000.csv,13,175×193,11352,110
6,matrix_edge_95_65000.csv,14,175×193,11352,72
6,matrix_edge_95_65000.csv,15,175×193,11352,87
6,matrix_edge_95_65000.csv,16,175×193,11352,98
6,matrix_edge_95_65000.csv,17,175×193,11352,68
6,matrix_edge_95_65000.csv,18,175×193,11352,77
6,matrix_edge_95_65000.csv,19,175×193,11352,96
6,matrix_edge_95_65000.csv,20,175×193,11352,70
6,matrix_edge_95_65000.csv,21,175×193,11352,76
6,matrix_edge_95_65000.csv,22,175×193,11352,95
6,matrix_edge_95_65000.csv,23,175×193,11352,146
6,matrix_edge_95_65000.csv,24,175×193,11352,121
6,matrix_edge_95_65000.csv,25,175×193,11352,136
6,matrix_edge_186_265000.csv,5,32×220,2089,25
6,matrix_edge_186_265000.csv,6,32×220,2089,44
6,matrix_edge_186_265000.csv,7,32×220,2089,1
6,matrix_edge_186_265000.csv,8,32×220,2089,1
6,matrix_edge_186_265000.csv,9,32×220,2089,3
6,matrix_edge_186_265000.csv,10,32×220,2089,0
6,matrix_edge_186_265000.csv,11,32×220,2089,0
6,matrix_edge_186_265000.csv,12,32×220,2089,0
6,matrix_edge_186_265000.csv,13,32×220,2089,0
6,matrix_edge_186_265000.csv,14,32×220,2089,0
6,matrix_edge_186_265000.csv,15,32×220,2089,0
6,matrix_edge_186_265000.csv,16,32×220,2089,0
6,matrix_edge_186_265000.csv,17,32×220,2089,0
6,matrix_edge_186_265000.csv,18,32×220,2089,0
6,matrix_edge_186_265000.csv,19,32×220,2089,0
6,matrix_edge_186_265000.csv,20,32×220,2089,0
6,matrix_edge_186_265000.csv,21,32×220,2089,0
6,matrix_edge_186_265000.csv,22,32×220,2089,0
6,matrix_edge_186_265000.csv,23,32×220,2089,0
6,matrix_edge_186_265000.csv,24,32×220,2089,0
6,matrix_edge_186_265000.csv,25,32×220,2089,0
6,matrix_edge_110_225000.csv,5,41×282,3584,10
6,matrix_edge_110_225000.csv,6,41×282,3584,19
6,matrix_edge_110_225000.csv,7,41×282,3584,1
6,matrix_edge_110_225000.csv,8,41×282,3584,1
6,matrix_edge_110_225000.csv,9,41×282,3584,1
6,matrix_edge_110_225000.csv,10,41×282,3584,0
6,matrix_edge_110_225000.csv,11,41×282,3584,0
6,matrix_edge_110_225000.csv,12,41×282,3584,0
6,matrix_edge_110_225000.csv,13,41×282,3584,0
6,matrix_edge_110_225000.csv,14,41×282,3584,0
6,matrix_edge_110_225000.csv,15,41×282,3584,0
6,matrix_edge_110_225000.csv,16,41×282,3584,0
6,matrix_edge_110_225000.csv,17,41×282,3584,0
6,matrix_edge_110_225000.csv,18,41×282,3584,0
6,matrix_edge_110_225000.csv,19,41×282,3584,0
6,matrix_edge_110_225000.csv,20,41×282,3584,0
6,matrix_edge_110_225000.csv,21,41×282,3584,0
6,matrix_edge_110_225000.csv,22,41×282,3584,0
6,matrix_edge_110_225000.csv,23,41×282,3584,0
6,matrix_edge_110_225000.csv,24,41×282,3584,0
6,matrix_edge_110_225000.csv,25,41×282,3584,0
6,matrix_edge_110_130000.csv,5,114×159,5719,88
6,matrix_edge_110_130000.csv,6,114×159,5719,116
6,matrix_edge_110_130000.csv,7,114×159,5719,47
6,matrix_edge_110_130000.csv,8,114×159,5719,67
6,matrix_edge_110_130000.csv,9,114×159,5719,90
6,matrix_edge_110_130000.csv,10,114×159,5719,57
6,matrix_edge_110_130000.csv,11,114×159,5719,67
6,matrix_edge_110_130000.csv,12,114×159,5719,76
6,matrix_edge_110_130000.csv,13,114×159,5719,96
6,matrix_edge_110_130000.csv,14,114×159,5719,69
6,matrix_edge_110_130000.csv,15,114×159,5719,85
6,matrix_edge_110_130000.csv,16,114×159,5719,95
6,matrix_edge_110_130000.csv,17,114×159,5719,76
6,matrix_edge_110_130000.csv,18,114×159,5719,90
6,matrix_edge_110_130000.csv,19,114×159,5719,102
6,matrix_edge_110_130000.csv,20,114×159,5719,84
6,matrix_edge_110_130000.csv,21,114×159,5719,100
6,matrix_edge_110_130000.csv,22,114×159,5719,115
6,matrix_edge_110_130000.csv,23,114×159,5719,126
6,matrix_edge_110_130000.csv,24,114×159,5719,104
6,matrix_edge_110_130000.csv,25,114×159,5719,124
6,matrix_edge_234_160000.csv,5,208×267,17963,317
6,matrix_edge_234_160000.csv,6,208×267,17963,424
6,matrix_edge_234_160000.csv,7,208×267,17963,107
6,matrix_edge_234_160000.csv,8,208×267,17963,145
6,matrix_edge_234_160000.csv,9,208×267,17963,187
6,matrix_edge_234_160000.csv,10,208×267,17963,82
6,matrix_edge_234_160000.csv,11,208×267,17963,104
6,matrix_edge_234_160000.csv,12,208×267,17963,133
6,matrix_edge_234_160000.csv,13,208×267,17963,165
6,matrix_edge_234_160000.csv,14,208×267,17963,95
6,matrix_edge_234_160000.csv,15,208×267,17963,119
6,matrix_edge_234_160000.csv,16,208×267,17963,140
6,matrix_edge_234_160000.csv,17,208×267,17963,88
6,matrix_edge_234_160000.csv,18,208×267,17963,125
6,matrix_edge_234_160000.csv,19,208×267,17963,150
6,matrix_edge_234_160000.csv,20,208×267,17963,107
6,matrix_edge_234_160000.csv,21,208×267,17963,135
6,matrix_edge_234_160000.csv,22,208×267,17963,175
6,matrix_edge_234_160000.csv,23,208×267,17963,221
6,matrix_edge_234_160000.csv,24,208×267,17963,171
6,matrix_edge_234_160000.csv,25,208×267,17963,306
6,matrix_edge_186_285000.csv,5,43×339,4531,21
6,matrix_edge_186_285000.csv,6,43×339,4531,36
6,matrix_edge_186_285000.csv,7,43×339,4531,0
6,matrix_edge_186_285000.csv,8,43×339,4531,0
6,matrix_edge_186_285000.csv,9,43×339,4531,0
6,matrix_edge_186_285000.csv,10,43×339,4531,0
6,matrix_edge_186_285000.csv,11,43×339,4531,0
6,matrix_edge_186_285000.csv,12,43×339,4531,0
6,matrix_edge_186_285000.csv,13,43×339,4531,0
6,matrix_edge_186_285000.csv,14,43×339,4531,0
6,matrix_edge_186_285000.csv,15,43×339,4531,0
6,matrix_edge_186_285000.csv,16,43×339,4531,0
6,matrix_edge_186_285000.csv,17,43×339,4531,0
6,matrix_edge_186_285000.csv,18,43×339,4531,0
6,matrix_edge_186_285000.csv,19,43×339,4531,0
6,matrix_edge_186_285000.csv,20,43×339,4531,0
6,matrix_edge_186_285000.csv,21,43×339,4531,0
6,matrix_edge_186_285000.csv,22,43×339,4531,0
6,matrix_edge_186_285000.csv,23,43×339,4531,0
6,matrix_edge_186_285000.csv,24,43×339,4531,0
6,matrix_edge_186_285000.csv,25,43×339,4531,0
6,matrix_edge_165_315000.csv,5,271×239,21776,400
6,matrix_edge_165_315000.csv,6,271×239,21776,540
6,matrix_edge_165_315000.csv,7,271×239,21776,205
6,matrix_edge_165_315000.csv,8,271×239,21776,293
6,matrix_edge_165_315000.csv,9,271×239,21776,366
6,matrix_edge_165_315000.csv,10,271×239,21776,222
6,matrix_edge_165_315000.csv,11,271×239,21776,279
6,matrix_edge_165_315000.csv,12,271×239,21776,316
6,matrix_edge_165_315000.csv,13,271×239,21776,346
6,matrix_edge_165_315000.csv,14,271×239,21776,274
6,matrix_edge_165_315000.csv,15,271×239,21776,291
6,matrix_edge_165_315000.csv,16,271×239,21776,313
6,matrix_edge_165_315000.csv,17,271×239,21776,267
6,matrix_edge_165_315000.csv,18,271×239,21776,282
6,matrix_edge_165_315000.csv,19,271×239,21776,333
6,matrix_edge_165_315000.csv,20,271×239,21776,305
6,matrix_edge_165_315000.csv,21,271×239,21776,381
6,matrix_edge_165_315000.csv,22,271×239,21776,396
6,matrix_edge_165_315000.csv,23,271×239,21776,446
6,matrix_edge_165_315000.csv,24,271×239,21776,422
6,matrix_edge_165_315000.csv,25,271×239,21776,465
6,matrix_edge_234_240000.csv,5,259×202,17610,386
6,matrix_edge_234_240000.csv,6,259×202,17610,513
6,matrix_edge_234_240000.csv,7,259×202,17610,173
6,matrix_edge_234_240000.csv,8,259×202,17610,230
6,matrix_edge_234_240000.csv,9,259×202,17610,310
6,matrix_edge_234_240000.csv,10,259×202,17610,128
6,matrix_edge_234_240000.csv,11,259×202,17610,177
6,matrix_edge_234_240000.csv,12,259×202,17610,215
6,matrix_edge_234_240000.csv,13,259×202,17610,272
6,matrix_edge_234_240000.csv,14,259×202,17610,153
6,matrix_edge_234_240000.csv,15,259×202,17610,180
6,matrix_edge_234_240000.csv,16,259×202,17610,226
6,matrix_edge_234_240000.csv,17,259×202,17610,175
6,matrix_edge_234_240000.csv,18,259×202,17610,208
6,matrix_edge_234_240000.csv,19,259×202,17610,244
6,matrix_edge_234_240000.csv,20,259×202,17610,195
6,matrix_edge_234_240000.csv,21,259×202,17610,267
6,matrix_edge_234_240000.csv,22,259×202,17610,368
6,matrix_edge_234_240000.csv,23,259×202,17610,538
6,matrix_edge_234_240000.csv,24,259×202,17610,491
6,matrix_edge_234_240000.csv,25,259×202,17610,633
6,matrix_edge_95_135000.csv,5,257×186,15923,269
6,matrix_edge_95_135000.csv,6,257×186,15923,391
6,matrix_edge_95_135000.csv,7,257×186,15923,97
6,matrix_edge_95_135000.csv,8,257×186,15923,137
6,matrix_edge_95_135000.csv,9,257×186,15923,192
6,matrix_edge_95_135000.csv,10,257×186,15923,70
6,matrix_edge_95_135000.csv,11,257×186,15923,96
6,matrix_edge_95_135000.csv,12,257×186,15923,127
6,matrix_edge_95_135000.csv,13,257×186,15923,173
6,matrix_edge_95_135000.csv,14,257×186,15923,82
6,matrix_edge_95_135000.csv,15,257×186,15923,104
6,matrix_edge_95_135000.csv,16,257×186,15923,142
6,matrix_edge_95_135000.csv,17,257×186,15923,76
6,matrix_edge_95_135000.csv,18,257×186,15923,105
6,matrix_edge_95_135000.csv,19,257×186,15923,147
6,matrix_edge_95_135000.csv,20,257×186,15923,90
